Age (kyr),IRM@0.9 AF 120mT (A/m)
1501.33,0.2264
1501.74,0.22738
1502.14,0.22735
1502.55,0.22672
1502.96,0.22586
1503.37,0.22489
1503.77,0.22377
1504.18,0.22222
1504.59,0.22013
1504.99,0.21749
1505.40,0.21427
1505.81,0.21067
1506.22,0.20625
1506.62,0.20026
1507.03,0.19279
1507.44,0.1838
1507.84,0.17489
1508.25,0.16599
1508.66,0.15827
1509.07,0.1515
1509.47,0.146
1509.88,0.14201
1510.29,0.13934
1510.69,0.13748
1511.10,0.13597
1511.51,0.13434
1511.91,0.13229
1512.32,0.12983
1512.73,0.12715
1513.14,0.12467
1513.54,0.1227
1513.95,0.12147
1514.36,0.12087
1514.76,0.12076
1515.17,0.12096
1515.58,0.1213
1515.99,0.12162
1516.36,0.12188
1516.73,0.12224
1517.10,0.12291
1517.47,0.12399
1517.84,0.12552
1518.21,0.12753
1518.58,0.1301
1518.95,0.13315
1519.32,0.13676
1519.69,0.14036
1520.06,0.1436
1520.44,0.14634
1520.81,0.14885
1521.18,0.1512
1521.55,0.15317
1521.92,0.15487
1522.29,0.15661
1522.66,0.15862
1523.03,0.16101
1523.40,0.16385
1523.77,0.16698
1524.14,0.17027
1524.51,0.17306
1524.88,0.17479
1525.26,0.17482
1525.63,0.17373
1526.00,0.17244
1526.37,0.17184
1526.74,0.17239
1527.11,0.17418
1527.48,0.17695
1527.85,0.18025
1528.22,0.18423
1528.59,0.18848
1528.96,0.19282
1529.33,0.19673
1529.70,0.1996
1530.08,0.20119
1530.45,0.20214
1530.82,0.20337
1531.19,0.2061
1531.56,0.21079
1531.93,0.21707
1532.30,0.22409
1532.67,0.231
1533.04,0.23739
1533.41,0.24368
1533.78,0.25002
1534.15,0.25634
1534.52,0.26157
1534.90,0.26539
1535.27,0.26759
1535.64,0.26824
1536.01,0.26784
1536.38,0.2669
1536.75,0.26586
1537.12,0.26503
1537.49,0.26442
1537.86,0.26396
1538.23,0.26376
1538.60,0.26408
1538.97,0.26531
1539.34,0.26757
1539.71,0.27024
1540.09,0.27248
1540.46,0.27357
1540.83,0.27286
1541.20,0.27024
1541.57,0.2658
1541.94,0.25974
1542.31,0.25158
1542.68,0.24259
1543.05,0.23282
1543.42,0.22404
1543.79,0.21648
1544.16,0.21045
1544.53,0.20614
1544.91,0.20371
1545.28,0.20334
1545.65,0.20505
1546.02,0.20842
1546.39,0.21284
1546.76,0.2172
1547.13,0.22051
1547.50,0.22206
1547.87,0.2216
1548.24,0.21882
1548.61,0.21402
1548.98,0.20804
1549.35,0.20277
1549.73,0.19986
1550.10,0.20002
1550.47,0.2025
1550.84,0.20615
1551.21,0.20964
1551.58,0.21231
1551.95,0.21276
1552.32,0.20975
1552.60,0.20293
1552.88,0.19291
1553.16,
1553.44,
1553.72,
1554.00,
1561.84,
1562.20,
1562.56,0.0356
1562.92,0.0334
1563.28,0.0304
1563.64,0.0272
1564.00,0.0246
1564.30,0.0228
1564.61,0.0218
1564.91,0.0214
1565.21,0.0216
1565.52,0.0223
1565.82,0.0238
1566.13,0.0262
1566.43,0.0299
1566.73,0.0352
1567.04,0.0421
1567.34,0.0505
1567.64,0.0601
1567.95,0.0693
1568.25,0.0773
1568.55,0.0836
1568.86,0.0886
1569.16,0.0924
1569.46,0.0953
1569.77,0.098
1570.07,0.1
1570.38,0.103
1570.68,0.106
1570.98,0.11
1571.29,0.114
1571.59,0.119
1571.89,0.125
1572.20,0.131
1572.50,0.138
1572.80,0.145
1573.11,0.154
1573.41,0.166
1573.71,0.179
1574.02,0.192
1574.32,0.205
1574.63,0.216
1574.93,0.226
1575.23,0.238
1575.54,0.251
1575.84,0.266
1576.14,0.279
1576.45,0.288
1576.75,0.291
1577.05,0.288
1577.36,0.283
1577.66,0.277
1577.96,0.272
1578.27,0.267
1578.57,0.263
1578.88,0.261
1579.18,0.26
1579.48,0.258
1579.79,0.257
1580.09,0.254
1580.39,0.251
1580.70,0.247
1581.00,0.244
1581.30,0.241
1581.61,0.239
1581.91,0.237
1582.21,0.236
1582.52,0.235
1582.82,0.235
1583.13,0.236
1583.43,0.237
1583.73,0.241
1584.05,0.249
1584.46,0.259
1584.87,0.271
1585.27,0.284
1585.68,0.297
1586.09,0.308
1586.50,0.316
1586.91,0.32
1587.31,0.322
1587.72,0.322
1588.13,0.318
1588.54,0.311
1588.95,0.301
1589.35,0.291
1589.76,0.281
1590.17,0.27
1590.58,0.258
1590.99,0.245
1591.39,0.232
1591.80,0.221
1592.21,0.21
1592.62,0.202
1593.03,0.197
1593.43,0.194
1593.84,0.193
1594.25,0.193
1594.66,0.195
1595.07,0.197
1595.47,0.198
1595.88,0.198
1596.29,0.197
1596.70,0.196
1597.11,0.193
1597.51,0.191
1597.92,0.188
1598.33,0.185
1598.74,0.181
1599.15,0.177
1599.55,0.171
1599.96,0.163
1600.37,0.153
1600.78,0.139
1601.19,0.123
1601.59,0.105
1602.00,0.0876
1602.48,0.071
1602.96,0.0582
1603.34,0.0496
1603.71,0.0433
1604.08,0.0372
1604.45,0.0308
1604.82,0.0253
1605.19,0.0218
1605.56,0.0202
1605.93,0.0203
1606.30,0.0221
1606.67,0.0254
1607.04,0.0301
1607.41,0.036
1607.78,0.0423
1608.15,0.0484
1608.52,0.053
1608.89,0.0559
1609.26,0.0575
1609.62,0.058
1609.99,0.058
1610.36,0.0583
1610.73,0.0591
1611.10,0.0611
1611.47,0.0641
1611.84,0.0679
1612.21,0.0717
1612.58,
1612.95,
1613.32,
1613.69,
1614.06,
1614.43,
1614.80,
1615.17,
1615.54,0.16459
1615.91,0.17687
1616.28,0.18589
1616.65,0.19224
1617.02,0.19605
1617.39,0.19755
1617.76,0.19687
1618.13,0.194
1618.50,0.18934
1618.87,0.1834
1619.23,0.17676
1619.60,0.16964
1619.97,0.16251
1620.34,0.15551
1620.71,0.14855
1621.08,0.14123
1621.45,0.13346
1621.82,0.12645
1622.22,0.1223
1622.63,0.12379
1623.03,0.13224
1623.44,0.14687
1623.85,0.16514
1624.25,0.18469
1624.66,0.20311
1625.06,0.22017
1625.47,0.23598
1625.87,0.24909
1626.28,0.25898
1626.69,0.26628
1627.09,0.272
1627.50,0.27562
1627.90,0.27597
1628.31,0.27288
1628.71,0.26818
1629.12,0.264
1629.53,0.26153
1629.93,0.26005
1630.34,0.25802
1630.74,0.25404
1631.15,0.24763
1631.56,0.23879
1631.96,0.22814
1632.37,0.21723
1632.77,0.20741
1633.18,0.19942
1633.58,0.19384
1633.99,0.19085
1634.40,0.19018
1634.80,0.19098
1635.21,0.19194
1635.61,0.19157
1636.02,0.18917
1636.43,0.18472
1636.83,0.1788
1637.24,0.17222
1637.64,0.1652
1638.05,0.15807
1638.45,0.1509
1638.86,0.1437
1639.27,0.13551
1639.67,0.12602
1640.08,0.11465
1640.48,0.10139
1640.89,0.086892
1641.29,0.07288
1641.69,0.059813
1642.09,0.048586
1642.49,0.039731
1642.90,0.033531
1643.30,0.030331
1643.70,0.029575
1644.11,0.030997
1644.51,0.034627
1644.91,0.039942
1645.32,0.046822
1645.72,0.054096
1646.12,0.060136
1646.53,0.064313
1646.93,0.067649
1647.33,0.070686
1647.74,0.07398
1648.14,0.077877
1648.54,0.082344
1648.95,0.087003
1649.35,0.091756
1649.75,0.096254
1650.15,0.10098
1650.55,0.10528
1650.95,0.10904
1651.34,0.112
1651.74,0.11449
1652.14,0.11657
1652.54,0.11818
1652.94,0.1198
1653.34,0.12244
1653.74,0.12679
1654.14,0.13244
1654.54,0.1381
1654.94,0.14334
1655.34,0.14752
1655.74,0.15075
1656.14,0.15271
1656.54,0.15331
1656.94,0.15284
1657.34,0.15175
1657.73,0.15058
1658.13,0.14969
1658.53,0.14922
1658.93,0.14955
1659.33,0.15105
1659.73,0.15411
1660.13,0.15844
1660.53,0.16389
1660.93,0.169
1661.33,0.17333
1661.73,0.17616
1662.13,0.17729
1662.53,0.17697
1662.93,0.17611
1663.33,0.1758
1663.73,0.17699
1664.12,0.18006
1664.52,0.1846
1664.92,0.18993
1665.32,0.19575
1665.72,0.20183
1666.12,0.20789
1666.52,0.21318
1666.92,0.21672
1667.32,0.21758
1667.72,0.21579
1668.12,0.21228
1668.52,0.20833
1668.92,0.20507
1669.32,0.20271
1669.72,0.20089
1670.12,0.1989
1670.51,0.19612
1670.91,0.19202
1671.31,0.18617
1671.71,0.17864
1672.11,
1672.51,
1672.91,
1673.31,
1673.71,
1674.11,
1674.51,
1674.91,
1675.31,0.18336
1675.71,0.19266
1676.11,0.19707
1676.51,0.19772
1676.90,0.19596
1677.30,0.19223
1677.70,0.1874
1678.10,0.1818
1678.50,0.1769
1678.90,0.17285
1679.30,0.1694
1679.70,0.16613
1680.10,0.16296
1680.50,0.15986
1680.90,0.15703
1681.30,0.15487
1681.70,0.15348
1682.10,0.15281
1682.50,0.15254
1682.89,0.15236
1683.29,0.15198
1683.69,0.15125
1684.09,0.15032
1684.49,0.14926
1684.89,0.14823
1685.29,0.14718
1685.69,0.14614
1686.09,0.14534
1686.49,0.14511
1686.89,0.14545
1687.29,0.14624
1687.69,0.14701
1688.09,0.14749
1688.49,0.14752
1688.89,0.14706
1689.28,0.14586
1689.68,0.14367
1690.08,0.14028
1690.48,0.13576
1690.88,0.13078
1691.28,0.12499
1691.68,0.11947
1692.08,0.11471
1692.48,0.11306
1692.88,0.11692
1693.25,0.12683
1693.63,0.14145
1694.00,0.1585
1694.43,0.17641
1694.86,0.19412
1695.30,0.21195
1695.73,0.22869
1696.16,0.24314
1696.59,0.25489
1697.02,0.26242
1697.46,0.26537
1697.89,0.26452
1698.32,0.26146
1698.75,0.25747
1699.19,0.25388
1699.62,0.25138
1700.05,0.25042
1700.48,0.2502
1700.91,0.24915
1701.35,0.24638
1701.78,0.24229
1702.21,0.23799
1702.64,0.23387
1703.07,0.22983
1703.51,0.2262
1703.94,0.22385
1704.37,0.22329
1704.80,0.22366
1705.23,0.22314
1705.67,0.22017
1706.10,0.2147
1706.53,0.20868
1706.96,0.20369
1707.40,0.20113
1707.83,0.20128
1708.26,0.20421
1708.69,0.20959
1709.12,0.21604
1709.56,0.22157
1709.99,0.22405
1710.42,0.22178
1710.85,0.21419
1711.28,0.2018
1711.72,0.18667
1712.15,0.16946
1712.58,0.15051
1713.01,0.13047
1713.44,0.11139
1713.85,0.094847
1714.26,0.082995
1714.67,0.074332
1715.07,0.068604
1715.47,0.064103
1715.87,0.060451
1716.27,0.057229
1716.66,0.05454
1717.06,0.052564
1717.46,0.051752
1717.86,0.052069
1718.25,0.053218
1718.65,0.054785
1719.05,0.05631
1719.45,0.057542
1719.84,0.058309
1720.24,0.058513
1720.64,0.058004
1721.04,0.056752
1721.43,0.055152
1721.83,0.054017
1722.23,0.053934
1722.63,0.054741
1723.02,0.056044
1723.42,0.057531
1723.82,0.0591
1724.22,0.061056
1724.61,0.06411
1725.04,0.068084
1725.46,0.072389
1725.88,0.07559
1726.30,0.077028
1726.72,0.076931
1727.14,0.076246
1727.57,0.075779
1727.99,0.0754
1728.41,0.074612
1728.83,0.073111
1729.25,0.070991
1729.67,0.068165
1730.10,0.064519
1730.52,0.059607
1730.94,0.053931
1731.36,0.047517
1731.78,0.041473
1732.20,0.035358
1732.63,0.029677
1733.05,0.024384
1733.47,0.019942
1733.89,0.016321
1734.31,
1734.73,
1735.16,
1735.58,
1736.00,
1736.44,
1736.88,
1737.31,0.020814
1737.75,0.025347
1738.19,0.028812
1738.63,0.030541
1739.06,0.03144
1739.50,0.033174
1739.94,0.036417
1740.40,0.040329
1740.87,0.043702
1741.34,0.046117
1741.80,0.047808
1742.27,0.048825
1742.74,0.049411
1743.20,0.049655
1743.67,0.049664
1744.14,0.04964
1744.60,0.049715
1745.07,0.050011
1745.54,0.05068
1746.00,0.051867
1746.47,0.0536
1746.94,0.055827
1747.40,0.058549
1747.87,0.062015
1748.34,0.066332
1748.77,0.071871
1749.20,0.078294
1749.63,0.085347
1750.06,0.092828
1750.49,0.099843
1750.91,0.1058
1751.34,0.11009
1751.77,0.11214
1752.20,0.11209
1752.63,0.1103
1753.06,0.10721
1753.49,0.1025
1753.92,0.09613
1754.35,0.088267
1754.78,0.080161
1755.21,0.071481
1755.64,0.062223
1756.07,0.052782
1756.50,0.044373
1756.93,0.037429
1757.30,0.03252
1757.66,0.029753
1757.98,0.029056
1758.31,0.029557
1758.64,0.030218
1758.97,0.030382
1759.30,0.03017
1759.63,0.030049
1759.95,0.03072
1760.28,0.032541
1760.67,0.035508
1761.06,0.039002
1761.44,0.042385
1761.83,0.045716
1762.22,0.048847
1762.60,0.052194
1762.99,0.056276
1763.38,0.061188
1763.76,0.067415
1764.15,0.074218
1764.54,0.081859
1764.92,0.089405
1765.31,0.096408
1765.70,0.10284
1766.08,0.10866
1766.47,0.11382
1766.86,0.11823
1767.24,0.12176
1767.63,0.12417
1768.02,0.12547
1768.40,0.1259
1768.79,0.12574
1769.18,0.12526
1769.56,0.12442
1769.95,0.12312
1770.34,0.12123
1770.72,0.11881
1771.11,0.116
1771.50,0.11315
1771.88,0.11049
1772.27,0.10805
1772.66,0.10575
1773.04,0.10342
1773.43,0.10092
1773.82,0.098447
1774.20,0.096377
1774.59,0.094888
1774.98,0.094176
1775.36,0.094241
1775.75,0.094849
1776.14,0.095622
1776.52,0.096239
1776.91,0.096596
1777.30,0.0967
1777.68,0.096669
1778.07,0.096659
1778.46,0.096865
1778.84,0.097484
1779.23,0.098562
1779.62,0.10021
1780.00,0.10252
1780.39,0.10548
1780.78,0.10949
1781.16,0.11427
1781.55,0.12021
1781.94,0.12678
1782.32,0.13391
1782.71,0.14092
1783.10,0.14829
1783.48,0.15577
1783.87,0.16393
1784.26,0.17242
1784.65,0.18212
1785.03,0.19201
1785.42,0.20115
1785.81,0.20832
1786.19,0.21315
1786.58,0.21556
1786.97,0.21567
1787.35,0.2136
1787.74,0.20986
1788.13,0.20536
1788.51,0.20169
1788.90,0.19962
1789.29,0.19945
1789.67,0.20086
1790.06,0.20345
1790.45,0.20636
1790.83,0.20824
1796.18,0.235
1796.62,0.235
1797.06,0.234
1797.49,0.233
1797.93,0.232
1798.37,0.23
1798.81,0.23
1799.24,0.23
1799.68,0.231
1800.12,0.234
1800.56,0.238
1801.00,0.242
1801.43,0.247
1801.87,0.25
1802.31,0.252
1802.75,0.25
1803.18,0.245
1803.62,0.235
1804.06,0.219
1804.50,0.196
1804.94,0.17
1805.37,0.143
1805.81,0.117
1806.25,0.0926
1806.69,0.0706
1807.12,0.0522
1807.56,0.0368
1808.00,0.0262
1808.42,
1808.83,
1809.25,
1809.66,
1810.08,0.0077877
1810.50,0.012037
1810.91,0.017305
1811.33,0.023365
1811.74,0.029366
1812.16,0.034497
1812.57,0.038044
1812.99,0.040284
1813.41,0.041178
1813.82,0.040758
1814.24,0.039383
1814.65,0.037491
1815.07,0.035701
1815.49,0.034355
1815.90,0.033646
1816.32,0.033453
1816.73,0.033456
1817.15,0.03342
1817.56,0.03318
1817.98,0.032767
1818.40,0.032207
1818.81,0.031702
1819.23,0.031477
1819.64,0.031723
1820.06,0.032607
1820.48,0.034278
1820.89,0.036411
1821.31,0.038703
1821.72,0.040624
1822.14,0.041891
1822.55,0.042388
1822.97,0.042285
1823.39,0.041816
1823.80,0.041214
1824.22,0.040535
1824.63,0.039791
1825.05,0.039009
1825.47,0.038043
1825.88,0.036837
1826.30,0.035319
1826.71,0.033474
1827.13,0.03139
1827.54,0.029161
1827.96,0.027012
1828.38,0.024941
1828.79,0.023223
1829.21,0.021892
1829.62,0.021332
1830.04,0.02181
1830.45,0.023565
1830.87,0.026534
1831.28,0.029899
1831.70,0.03297
1832.11,0.03528
1832.53,0.037198
1832.94,0.038752
1833.36,0.039842
1833.77,0.040555
1834.19,0.041139
1834.60,0.041746
1835.02,0.042572
1835.43,0.043471
1835.85,0.044349
1836.26,0.044955
1836.68,0.045235
1837.09,0.045189
1837.51,0.044865
1837.92,0.044302
1838.34,0.043756
1838.75,0.043568
1839.17,0.04408
1839.58,0.045373
1840.00,0.0472
1840.42,0.049292
1840.83,0.051457
1841.25,0.053698
1841.66,0.055948
1842.08,0.057897
1842.49,0.05949
1842.91,0.060664
1843.32,0.061562
1843.74,0.062156
1844.15,0.062535
1844.57,0.062614
1844.98,0.062293
1845.40,0.061616
1845.81,0.060641
1846.23,0.059527
1846.64,0.058045
1847.06,0.056133
1847.47,0.053074
1847.89,0.049176
1848.30,0.044081
1848.72,0.038531
1849.13,0.033131
1849.55,0.02881
1849.96,0.025586
1850.38,0.023013
1850.79,0.020127
1851.23,0.016653
1851.68,0.012866
1852.14,0.0093879
1852.60,0.0064079
1853.05,0.0041897
1853.51,0.0026967
1853.97,0.0017797
1854.42,0.0013122
1854.88,0.0010572
1855.34,
1855.79,0.017347
1856.25,0.022506
1856.71,0.027233
1857.16,0.031274
1857.62,0.034597
1858.08,0.037354
1858.53,0.039463
1858.99,0.04105
1859.45,0.042301
1859.90,0.043105
1860.36,0.043489
1860.82,0.043685
1861.27,0.043875
1861.73,0.044142
1862.18,0.044556
1862.64,0.044951
1863.10,0.045273
1863.55,0.045347
1864.01,0.045133
1864.47,0.044615
1864.92,0.043787
1865.38,0.042867
1865.84,0.041947
1866.29,0.04117
1866.75,0.0407
1867.21,0.040612
1867.66,0.04089
1868.12,0.041455
1868.58,0.042096
1869.03,0.042355
1869.49,0.041847
1869.95,0.040334
1870.40,0.038208
1870.86,0.035852
1871.32,0.03363
1871.77,0.031525
1872.23,0.029546
1872.69,0.027994
1873.15,0.027498
1873.61,0.028293
1874.07,0.030388
1874.52,0.033421
1874.98,0.037051
1875.44,0.041145
1875.90,0.045418
1876.36,0.04988
1876.82,0.054253
1877.28,0.0583
1877.74,0.061937
1878.20,0.065584
1878.66,0.069347
1879.11,0.073483
1879.57,0.078181
1880.03,0.083612
1880.49,0.089623
1880.95,0.096176
1881.41,0.10234
1881.87,0.10924
1882.33,0.116
1882.79,0.12341
1883.25,0.13062
1883.70,0.13793
1884.16,0.14514
1884.62,0.15204
1885.08,0.15843
1885.54,0.16374
1886.00,0.16765
1886.46,0.17027
1886.92,0.17182
1887.38,0.17275
1887.84,0.17351
1888.30,0.17407
1888.75,0.17415
1889.21,0.17333
1889.67,0.17167
1890.13,0.16932
1890.59,0.16631
1891.05,0.16285
1891.51,0.15919
1891.97,0.15569
1892.43,0.15225
1892.89,0.1492
1893.34,0.14692
1893.80,0.14535
1894.26,0.14461
1894.72,0.1446
1895.18,0.14547
1895.64,0.14731
1896.10,0.15017
1896.56,0.15342
1897.02,0.15667
1897.48,0.15915
1897.93,0.16033
1898.39,0.15966
1898.85,0.15637
1899.31,0.15061
1899.77,0.14326
1900.21,0.13751
1900.63,0.13455
1901.05,0.13452
1901.46,0.13633
1901.88,0.13929
1902.30,0.14367
1902.72,0.14908
1903.14,0.15476
1903.55,0.15988
1903.97,0.16421
1904.39,0.16828
1904.81,0.17245
1905.23,0.17653
1905.65,0.17999
1906.06,0.18245
1906.48,0.18408
1906.90,0.18552
1907.32,0.18681
1907.74,0.18788
1908.15,0.18863
1908.57,0.18898
1908.99,0.1886
1909.41,0.18705
1909.83,0.18467
1910.25,0.18198
1910.66,0.17963
1911.08,0.17813
1911.50,0.17808
1911.92,0.18009
1912.34,0.18481
1912.75,0.19295
1913.17,0.20433
1913.59,0.21809
1914.01,0.23126
1914.43,0.24068
1914.85,0.2447
1915.26,0.24418
1915.68,0.24061
1916.10,0.23602
1916.52,0.23198
1916.94,0.22895
1917.35,0.22643
1917.77,0.22412
1918.19,0.22199
1918.61,0.21968
1919.03,0.21702
1919.45,0.21376
1919.86,0.20972
1920.28,0.20426
1920.70,0.19644
1921.12,0.18422
1921.54,0.16601
1921.95,0.13941
1922.37,
1922.79,
1923.19,0.068369
1923.57,0.067879
1923.95,0.069929
1924.33,0.073743
1924.81,0.077093
1925.28,0.077982
1925.75,0.076698
1926.23,0.074548
1926.70,0.07244
1927.17,0.070506
1927.64,0.06846
1928.12,0.066435
1928.59,0.064635
1929.06,0.063304
1929.53,0.062497
1930.01,0.062336
1930.48,0.062962
1930.95,0.064699
1931.43,0.067428
1931.90,0.071071
1932.37,0.07546
1932.84,0.080311
1933.32,0.085207
1933.79,0.089301
1934.26,0.091136
1934.74,0.088813
1935.21,0.080383
1935.68,0.065348
1936.15,
1936.63,
1937.10,
1937.57,0.156
1938.04,0.16
1938.52,0.161
1938.99,0.159
1939.46,0.157
1939.94,0.154
1940.41,0.151
1940.88,0.147
1941.35,0.141
1941.83,0.132
1942.30,0.119
1942.77,0.104
1943.25,0.0894
1943.72,0.0772
1944.08,0.0678
1944.37,0.062
1944.65,0.0596
1944.94,0.0597
1945.23,0.0611
1945.51,0.0629
1945.80,0.0648
1946.09,0.0666
1946.37,0.0682
1946.66,0.0696
1946.95,0.0709
1947.23,0.0724
1947.52,0.0743
1947.81,0.0767
1948.09,0.0797
1948.38,0.0832
1948.67,0.0869
1948.95,0.0903
1949.24,0.0931
1949.53,0.0958
1949.81,0.0996
1950.10,0.105
1950.39,0.113
1950.67,0.122
1950.96,0.133
1951.25,0.145
1951.53,0.156
1951.79,0.166
1952.04,0.172
1952.30,0.174
1952.56,0.173
1952.81,0.169
1953.07,0.166
1953.33,0.163
1953.58,0.161
1953.84,0.162
1954.10,0.163
1954.35,0.164
1954.61,0.166
1954.87,0.169
1955.12,0.174
1955.38,0.178
1955.64,0.183
1955.89,0.188
1956.15,0.195
1956.41,0.204
1956.66,0.215
1956.92,0.229
1957.18,0.244
1957.43,0.261
1957.69,0.274
1957.95,0.283
1958.20,0.291
1958.46,0.299
1958.72,0.306
1958.97,0.31
1959.23,0.309
1959.49,0.301
1959.74,0.286
1960.00,0.264
1960.26,0.242
1960.51,0.225
1960.77,0.214
1961.03,0.208
1961.28,0.203
1961.54,0.197
1961.80,0.194
1962.05,0.192
1962.31,0.192
1962.57,0.192
1962.82,0.191
1963.45,0.17791
1963.63,0.17406
1963.81,0.17061
1963.99,0.16747
1964.16,0.16423
1964.34,0.16025
1964.52,0.15549
1964.70,0.15047
1964.88,0.14591
1965.05,0.14223
1965.23,0.13982
1965.41,0.1382
1965.59,0.13667
1965.76,0.13479
1965.94,0.13284
1966.12,0.131
1966.30,0.12953
1966.48,0.12861
1966.65,0.12869
1966.83,0.13011
1967.01,0.13285
1967.19,0.13672
1967.37,0.14123
1967.54,0.1462
1967.72,0.1515
1967.90,0.15765
1968.08,0.1644
1968.26,0.17144
1968.43,0.17882
1968.61,0.18671
1968.79,0.19617
1968.97,0.20822
1969.15,0.2227
1969.32,0.24041
1969.50,0.25938
1969.68,0.27842
1969.86,0.2945
1970.03,0.30688
1970.21,0.3141
1970.39,0.31492
1970.57,0.30995
1970.75,0.3018
1970.92,0.29414
1971.10,0.28821
1971.28,0.28275
1971.46,0.27601
1971.64,0.26939
1971.81,0.26318
1971.99,0.25922
1972.17,0.25826
1972.35,0.25985
1972.53,0.26355
1972.70,0.26875
1972.88,0.27563
1973.06,0.28436
1973.24,0.29431
1973.42,0.30525
1973.59,0.3161
1973.77,0.32623
1973.95,0.33466
1974.13,0.34184
1974.30,0.34832
1974.48,0.35458
1974.66,0.361
1974.84,0.36697
1975.02,0.37105
1975.19,0.37237
1975.37,0.37084
1975.55,0.36755
1975.73,0.36419
1975.91,0.36161
1976.08,0.36024
1976.26,0.36007
1976.44,0.36056
1976.62,0.36114
1976.80,0.36152
1976.97,0.36176
1977.15,0.36197
1977.33,0.36176
1977.51,0.36056
1977.69,0.35784
1977.86,0.35412
1978.04,0.35097
1978.22,0.352
1978.40,0.36035
1978.57,0.37571
1978.75,0.39483
1978.93,0.41373
1979.11,0.43139
1979.29,0.44573
1979.46,0.45616
1979.64,0.46115
1979.82,0.46068
1980.00,0.45521
1980.18,0.44559
1980.35,0.43331
1980.53,0.41879
1980.71,0.40383
1980.89,0.38954
1981.07,0.37705
1981.24,0.36564
1981.42,0.35549
1981.60,0.34566
1981.78,0.33589
1981.96,0.3261
1982.13,0.31626
1982.31,0.30722
1982.49,0.29901
1982.67,0.2926
1982.84,0.2881
1983.02,0.28516
1983.20,0.28254
1983.38,0.27865
1983.56,0.27273
1983.73,0.26456
1983.91,0.2552
1984.09,0.24564
1984.27,0.23781
1984.45,0.23121
1984.62,0.22528
1984.80,0.21938
1984.98,0.21266
1985.20,0.195
1985.38,0.185
1985.56,0.175
1985.73,0.168
1985.91,0.167
1986.09,0.169
1986.26,0.174
1986.44,0.179
1986.62,0.182
1986.80,0.185
1986.97,0.188
1987.15,0.189
1987.33,0.19
1987.51,0.19
1987.68,0.191
1987.86,0.191
1988.04,0.191
1988.21,0.192
1988.39,0.194
1988.57,0.197
1988.75,0.199
1988.92,0.201
1989.10,0.203
1989.28,0.204
1989.45,0.203
1989.63,0.201
1989.81,0.199
1989.99,0.196
1990.16,0.193
1990.34,0.191
1990.52,0.19
1990.70,0.19
1990.87,0.191
1991.05,0.192
1991.23,0.193
1991.40,0.195
1991.58,0.197
1991.76,0.2
1991.94,0.205
1992.11,0.21
1992.29,0.214
1992.47,0.218
1992.64,0.22
1992.82,0.222
1993.00,0.225
1993.18,0.227
1993.35,0.229
1993.53,0.231
1993.71,0.232
1993.89,0.232
1994.06,0.23
1994.24,0.229
1994.42,0.227
1994.59,0.225
1994.77,0.223
1994.95,0.222
1995.13,0.221
1995.30,0.221
1995.48,0.222
1995.66,0.224
1995.83,0.227
1996.01,0.229
1996.19,0.23
1996.37,0.231
1996.54,0.232
1996.72,0.233
1996.90,0.235
1997.08,0.238
1997.25,0.24
1997.43,0.243
1997.61,0.245
1997.78,0.247
1997.96,0.249
1998.14,0.251
1998.32,0.252
1998.49,0.255
1998.67,0.259
1998.85,0.266
1999.02,0.275
1999.20,0.283
1999.38,0.284
1999.56,0.277
1999.73,0.267
1999.91,0.259
2000.09,0.254
2000.27,0.251
2000.44,0.25
2000.62,0.25
2000.80,0.249
2000.97,0.248
2001.15,0.246
2001.33,0.244
2001.51,0.241
2001.68,0.237
2001.86,0.233
2002.04,0.231
2002.22,0.23
2002.39,0.229
2002.57,0.229
2002.75,0.229
2002.92,0.229
2003.10,0.227
2003.28,0.225
2003.46,
2003.63,
2003.81,
2003.99,
2004.16,
2004.34,
2004.52,
2004.70,0.228
2004.87,0.24
2005.05,0.243
2005.23,0.242
2005.41,0.239
2005.58,0.238
2005.76,0.24
2005.94,0.247
2006.11,0.254
2006.29,0.259
2006.47,0.262
2006.65,0.263
2006.82,0.266
2007.00,0.27
2007.18,0.275
2007.35,0.278
2007.53,0.28
2007.71,0.281
2007.89,0.281
2008.06,0.28
2008.24,0.278
2008.42,0.276
2008.60,0.273
2008.77,0.267
2008.95,0.258
2009.13,0.247
2009.30,0.238
2009.48,0.231
2009.66,0.228
2009.84,0.229
2010.01,0.232
2010.19,0.237
2010.37,0.243
2010.54,0.25
2010.72,0.256
2010.90,0.261
2011.08,0.264
2011.25,0.266
2011.43,0.269
2011.61,0.271
2011.79,0.27
2011.96,0.265
2012.14,0.257
2012.32,0.249
2012.49,0.242
2012.67,0.236
2012.85,0.23
2013.03,0.227
2013.20,0.229
2013.38,0.234
2013.56,0.242
2013.73,0.249
2013.91,0.256
2014.09,0.263
2014.27,0.271
2014.44,0.282
2014.62,0.293
2014.80,0.299
2014.98,0.294
2015.15,0.281
2015.33,0.269
2015.51,0.26
2015.68,0.253
2015.86,0.249
2016.04,0.247
2016.22,0.246
2016.39,0.246
2016.57,0.247
2016.75,0.249
2016.93,0.252
2017.10,0.256
2017.28,0.259
2017.46,0.259
2017.63,0.259
2017.81,0.257
2017.99,0.255
2018.17,0.255
2018.34,0.255
2018.52,0.255
2018.70,0.255
2018.87,0.255
2019.05,0.255
2019.23,0.254
2019.41,0.253
2019.58,0.252
